iter	RMSE
0	0.07168586671
1	0.07099464156
2	0.07067970204
3	0.07010475412
4	0.0696166144
5	0.06896595108
6	0.06845468593
7	0.06805061508
8	0.06748858108
9	0.06702055367
10	0.0664813259
11	0.06589701424
12	0.06540030521
13	0.06504105273
14	0.06467721493
15	0.06423031148
16	0.06386448368
17	0.0636606572
18	0.06316757728
19	0.063046491
20	0.06277978044
21	0.06238549734
22	0.06197451265
23	0.06159842342
24	0.06130271105
25	0.06096085579
26	0.06068526388
27	0.0602610147
28	0.0599130794
29	0.05955420322
30	0.05923043369
31	0.05898148014
32	0.0588170924
33	0.05855571239
34	0.05846285229
35	0.0581575586
36	0.05796447894
37	0.0577276195
38	0.0575526549
39	0.05732646538
40	0.05718576922
41	0.05684409022
42	0.05666005655
43	0.05642856812
44	0.05627497997
45	0.05602862332
46	0.0558375102
47	0.05564257957
48	0.05553143868
49	0.0552677139
50	0.05501061696
51	0.05475034204
52	0.05453007881
53	0.05435577045
54	0.05422247262
55	0.05397329176
56	0.0538838157
57	0.05372956355
58	0.05348375567
59	0.05338627269
60	0.05320428689
61	0.05300580426
62	0.05288606507
63	0.05279850799
64	0.05268130539
65	0.05249231476
66	0.05227687491
67	0.05213321335
68	0.05203587753
69	0.05186735425
70	0.05179714152
71	0.0517645222
72	0.05167602287
73	0.05156808108
74	0.05146273466
75	0.05137285829
76	0.05126367162
77	0.05122171648
78	0.05108494981
79	0.0509866363
80	0.0508946239
81	0.05078279809
82	0.05068277639
83	0.05058389242
84	0.05044938989
85	0.05030235036
86	0.05018940008
87	0.05006561411
88	0.04997445097
89	0.04985430091
90	0.04968637724
91	0.0495452996
92	0.04940783172
93	0.04927263905
94	0.04911985157
95	0.04904906589
96	0.04898900995
97	0.04895887738
98	0.04887078641
99	0.04880258029
100	0.04866594798
101	0.0486043211
102	0.04850763218
103	0.04843474425
104	0.04831299767
105	0.04824019114
106	0.0481726983
107	0.04811448904
108	0.04802657569
109	0.04795824609
110	0.04789633046
111	0.04783631694
112	0.04772004896
113	0.04765805516
114	0.0475768902
115	0.04751244625
116	0.04742858663
117	0.04732349177
118	0.04724695098
119	0.04716009484
120	0.0470148821
121	0.04698481066
122	0.04691183806
123	0.04688973003
124	0.0467912306
125	0.04668038735
126	0.04661284419
127	0.04650545818
128	0.04641215385
129	0.04633649041
130	0.04624385071
131	0.04615906336
132	0.04613728905
133	0.04607941296
134	0.04605759427
135	0.04598617732
136	0.04590254965
137	0.04581015571
138	0.04577138389
139	0.04563823506
140	0.04558181102
141	0.04552737816
142	0.04546617383
143	0.04540234932
144	0.04534166561
145	0.04522755479
146	0.04516868223
147	0.04507372952
148	0.04503740297
149	0.04495455794
150	0.04489330172
151	0.04483440959
152	0.04479027641
153	0.04470569227
154	0.04460595767
155	0.04453771469
156	0.04448580084
157	0.04438038011
158	0.04430110846
159	0.04422336886
160	0.04411507398
161	0.04405789181
162	0.04396571131
163	0.04386791769
164	0.04380220562
165	0.04374157377
166	0.04364825953
167	0.04360775574
168	0.04355892994
169	0.04349281155
170	0.04342379456
171	0.04335959058
172	0.04332647134
173	0.04322912031
174	0.04319867275
175	0.04308713493
176	0.043051289
177	0.04300184903
178	0.04292310935
179	0.04286678599
180	0.04277901395
181	0.04269622902
182	0.0426494988
183	0.04261998926
184	0.0425146112
185	0.04246375583
186	0.04243287664
187	0.04239349562
188	0.04233285905
189	0.04227390234
190	0.04222533803
191	0.04215703808
192	0.0420763169
193	0.04201988093
194	0.04196538571
195	0.04192843517
196	0.04187028859
197	0.04179268838
198	0.04176321986
199	0.04168964141
200	0.04164102133
201	0.04158945884
202	0.04155940186
203	0.04151375898
204	0.04145220692
205	0.04140866325
206	0.04137152992
207	0.04130409116
208	0.04126314553
209	0.04120452536
210	0.04115207695
211	0.04108245806
212	0.0410026929
213	0.04096840292
214	0.04089804431
215	0.040822116
216	0.04078824808
217	0.04073291504
218	0.04067314404
219	0.04060729405
220	0.04054909114
221	0.0404795322
222	0.04042543618
223	0.04035759781
224	0.04031150879
225	0.040276912
226	0.04022463016
227	0.04018904432
228	0.0401454546
229	0.04010069055
230	0.04006901794
231	0.03998597571
232	0.03991494559
233	0.03986945239
234	0.03982556757
235	0.03975436013
236	0.03968009983
237	0.0396539225
238	0.0395895913
239	0.03954776857
240	0.03951352423
241	0.03940337686
242	0.03936289758
243	0.03932553018
244	0.03928053144
245	0.03924080462
246	0.03920608417
247	0.0391459278
248	0.03908847149
249	0.03904107415
